color,colorLabel,hex
http://www.wikidata.org/entity/Q62391724,blanco,FFFFFF
http://www.wikidata.org/entity/Q3639443,blanco antiguo,FAEBD7
http://www.wikidata.org/entity/Q3639460,blanco de titanio,FFFEEF
http://www.wikidata.org/entity/Q22963968,blanco humo,F5F5F5
http://www.wikidata.org/entity/Q18657742,blanco litopón,FFFFFF
http://www.wikidata.org/entity/Q1406286,blanco navajo,FFDEAD
http://www.wikidata.org/entity/Q797446,borgoña,800020
http://www.wikidata.org/entity/Q2778382,bronce,CD7F32
http://www.wikidata.org/entity/Q1670336,bronceado,D2B48C
http://www.wikidata.org/entity/Q10859033,burdeos,800032
http://www.wikidata.org/entity/Q2932937,café,6F4E37
http://www.wikidata.org/entity/Q2510690,café cortado cósmico,FFF8E7
http://www.wikidata.org/entity/Q2564184,calabaza,FF7518
http://www.wikidata.org/entity/Q17082553,camello,C19A6B
http://www.wikidata.org/entity/Q2936397,canela,D27D2D
http://www.wikidata.org/entity/Q958012,caoba,C04000
http://www.wikidata.org/entity/Q650770,caqui,C3B091
http://www.wikidata.org/entity/Q1426821,cardenal,C41E3A
http://www.wikidata.org/entity/Q303826,carmesí,DC143C
http://www.wikidata.org/entity/Q10296772,carmín,960018
http://www.wikidata.org/entity/Q4727574,carmín de alizarina,E32636
http://www.wikidata.org/entity/Q2040833,castaño,954535
http://www.wikidata.org/entity/Q71404162,castaño claro,B5651D
http://www.wikidata.org/entity/Q373160,celeste,B2FFFF
http://www.wikidata.org/entity/Q373160,celeste,77B5FE
http://www.wikidata.org/entity/Q373160,celeste,007FFF
http://www.wikidata.org/entity/Q2334511,cereza,DE3163
http://www.wikidata.org/entity/Q313120,cerúleo,007BA7
http://www.wikidata.org/entity/Q313120,cerúleo,9BB7D4
http://www.wikidata.org/entity/Q1153119,chartreuse,B2D63F
http://www.wikidata.org/entity/Q3309916,chocolate,7B3F00
http://www.wikidata.org/entity/Q180778,cian,00FFFF
http://www.wikidata.org/entity/Q2722041,cobre,B87333
http://www.wikidata.org/entity/Q7441815,concha,FFF5EE
http://www.wikidata.org/entity/Q2411228,coral,FF7F50
http://www.wikidata.org/entity/Q2411228,coral,FF4040
http://www.wikidata.org/entity/Q5170059,cordobán,893F45
http://www.wikidata.org/entity/Q5170059,cordobán,893F45
http://www.wikidata.org/entity/Q2730433,crema,FFFDD0
http://www.wikidata.org/entity/Q5148721,durazno,FFE5B4
http://www.wikidata.org/entity/Q131392587,el verde saudí,005430
http://www.wikidata.org/entity/Q2268159,escarlata,FF2400
http://www.wikidata.org/entity/Q492192,feldgrau,4D5D53
http://www.wikidata.org/entity/Q3080423,frambuesa,E30B5C
http://www.wikidata.org/entity/Q5005364,fucsia,FF00FF
http://www.wikidata.org/entity/Q5005364,fucsia,FF00FF
http://www.wikidata.org/entity/Q972729,gamuza,E8BD85
http://www.wikidata.org/entity/Q310115,glauco,79A0C1
http://www.wikidata.org/entity/Q3116435,granadina,E9383F
http://www.wikidata.org/entity/Q25393814,granate,800000
http://www.wikidata.org/entity/Q25393814,granate,800000
http://www.wikidata.org/entity/Q25393814,granate,C32148
http://www.wikidata.org/entity/Q25393814,granate,C32148
http://www.wikidata.org/entity/Q244822,granate,B30033
http://www.wikidata.org/entity/Q17245659,gris,707070
http://www.wikidata.org/entity/Q42519,gris,808080
http://www.wikidata.org/entity/Q42519,gris,808080
http://www.wikidata.org/entity/Q3116788,gris acerado,AFAFAF
http://www.wikidata.org/entity/Q3776734,gris cadete,91A3B0
http://www.wikidata.org/entity/Q24837023,gris claro,D3D3D3
http://www.wikidata.org/entity/Q3116794,gris de Payne,536878
http://www.wikidata.org/entity/Q25614085,gris oscuro,404040
http://www.wikidata.org/entity/Q25614085,gris oscuro,404040
http://www.wikidata.org/entity/Q25614085,gris oscuro,A9A9A9
http://www.wikidata.org/entity/Q25614085,gris oscuro,A9A9A9
http://www.wikidata.org/entity/Q2285791,gris plateado,9C9496
http://www.wikidata.org/entity/Q3117006,grosella,CF0A1D
http://www.wikidata.org/entity/Q909115,gutagamba,E49B0F
http://www.wikidata.org/entity/Q543923,herrumbre,B7410E
http://www.wikidata.org/entity/Q2906500,humo,848884
http://www.wikidata.org/entity/Q536284,hígado,603C1A
http://www.wikidata.org/entity/Q18627178,iceberg,71A6D2
http://www.wikidata.org/entity/Q628657,jade,1B4D3E
http://www.wikidata.org/entity/Q6161740,jazmín,F8DE7E
http://www.wikidata.org/entity/Q2925617,ladrillo,842E1B
http://www.wikidata.org/entity/Q6502169,lava,CF1020
http://www.wikidata.org/entity/Q2468392,lavanda,B57EDC
http://www.wikidata.org/entity/Q12894641,lila,BF00FF
http://www.wikidata.org/entity/Q12894641,lila,C8A2C8
http://www.wikidata.org/entity/Q906936,lima,00FF00
http://www.wikidata.org/entity/Q906936,lima,00FF00
http://www.wikidata.org/entity/Q906936,lima,32CD32
http://www.wikidata.org/entity/Q906936,lima,32CD32
http://www.wikidata.org/entity/Q906936,lima,BFFF00
http://www.wikidata.org/entity/Q906936,lima,BFFF00
http://www.wikidata.org/entity/Q2720565,limón,FFF700
http://www.wikidata.org/entity/Q3116792,lino,FAF0E6
http://www.wikidata.org/entity/Q10747136,llama,E25822
http://www.wikidata.org/entity/Q10747136,llama,F98F1D
http://www.wikidata.org/entity/Q3276756,magenta,FF00FF
http://www.wikidata.org/entity/Q3276756,magenta,FF00FF
http://www.wikidata.org/entity/Q604079,malva,E0B0FF
http://www.wikidata.org/entity/Q1358981,marfil,FFFFF0
http://www.wikidata.org/entity/Q1358981,marfil,FFFFF0
http://www.wikidata.org/entity/Q47071,marrón,964B00
http://www.wikidata.org/entity/Q47071,marrón,964B00
http://www.wikidata.org/entity/Q17122705,marrón castaño,800000
http://www.wikidata.org/entity/Q79399164,marrón claro,704030
http://www.wikidata.org/entity/Q79483632,marrón claro,B5651D
http://www.wikidata.org/entity/Q17244894,marrón oscuro,600000
http://www.wikidata.org/entity/Q3985184,marrón oscuro,754909
http://www.wikidata.org/entity/Q19888352,marrón-oliva,645403
http://www.wikidata.org/entity/Q19888381,marrón-púrpura,67393F
http://www.wikidata.org/entity/Q19888381,marrón-púrpura,6D4146
http://www.wikidata.org/entity/Q19888381,marrón-púrpura,6A4540
http://www.wikidata.org/entity/Q19888381,marrón-púrpura,6B3B44
http://www.wikidata.org/entity/Q19888381,marrón-púrpura,673A3F
http://www.wikidata.org/entity/Q3843568,maíz,FBEC5D
http://www.wikidata.org/entity/Q1627085,miel,BC9337
http://www.wikidata.org/entity/Q3858954,mirto,21421E
http://www.wikidata.org/entity/Q218218,mora,572364
http://www.wikidata.org/entity/Q218218,mora,4A2364
http://www.wikidata.org/entity/Q218218,mora,C54B8C
http://www.wikidata.org/entity/Q61600225,morado claro,BF77F6
http://www.wikidata.org/entity/Q19571398,morado oscuro,301934
http://www.wikidata.org/entity/Q1169566,mostaza,FFDB58
http://www.wikidata.org/entity/Q39338,naranja,FF7F00
http://www.wikidata.org/entity/Q16645086,naranja-amarillento,FFAA33
http://www.wikidata.org/entity/Q16645086,naranja-amarillento,FFAE42
http://www.wikidata.org/entity/Q17244465,negro,201010
http://www.wikidata.org/entity/Q23445,negro,000000
http://www.wikidata.org/entity/Q23445,negro,000000
http://www.wikidata.org/entity/Q23445,negro,000000
http://www.wikidata.org/entity/Q11696368,ocaso,FAD6A5
http://www.wikidata.org/entity/Q194191,ocre,CC7722
http://www.wikidata.org/entity/Q208045,oro,FFD700
http://www.wikidata.org/entity/Q7622361,pajizo,E4D96F
http://www.wikidata.org/entity/Q2138972,pardo claro,E5AA70
http://www.wikidata.org/entity/Q71405932,pardo rojizo,A52A2A
http://www.wikidata.org/entity/Q2617229,pervinca,CCCCFF
http://www.wikidata.org/entity/Q317802,plata,C0C0C0
http://www.wikidata.org/entity/Q317802,plata,C0C0C0
http://www.wikidata.org/entity/Q2591774,pulga,CC8899
http://www.wikidata.org/entity/Q3257809,púrpura,800080
http://www.wikidata.org/entity/Q3257809,púrpura,800080
http://www.wikidata.org/entity/Q17126729,rojo,FF0000
http://www.wikidata.org/entity/Q3142,rojo,FF0000
http://www.wikidata.org/entity/Q2996915,rojo amapola,FF3800
http://www.wikidata.org/entity/Q115863738,rojo cobrizo,CB6D51
http://www.wikidata.org/entity/Q498423,rojo de Falun,801818
http://www.wikidata.org/entity/Q3443208,rojo de cadmio,E30022
http://www.wikidata.org/entity/Q3149822,rojo encarnado,FF6F7D
http://www.wikidata.org/entity/Q16831078,rojo indio,CD5C5C
http://www.wikidata.org/entity/Q5223370,rojo oscuro,8B0000
http://www.wikidata.org/entity/Q1168275,rojo persa,CC3333
http://www.wikidata.org/entity/Q52367965,rojo purpura,953553
http://www.wikidata.org/entity/Q48988258,rojo sangre,660000
http://www.wikidata.org/entity/Q48988258,rojo sangre,830303
http://www.wikidata.org/entity/Q48988258,rojo sangre,AA0000
http://www.wikidata.org/entity/Q48988258,rojo sangre,7E3517
http://www.wikidata.org/entity/Q48988258,rojo sangre,AF111C
http://www.wikidata.org/entity/Q2516404,rojo tráfico,C1121C
http://www.wikidata.org/entity/Q2516404,rojo tráfico,CC0605
http://www.wikidata.org/entity/Q1402829,rojo violáceo,C71585
http://www.wikidata.org/entity/Q62058583,rojo-naranja,FF5349
http://www.wikidata.org/entity/Q429220,rosa,FFC0DB
http://www.wikidata.org/entity/Q6826076,rosa mexicano,F50087
http://www.wikidata.org/entity/Q19364263,rosa palo,DD969C
http://www.wikidata.org/entity/Q19364263,rosa palo,FADADD
http://www.wikidata.org/entity/Q533047,rosa vivo,FF007F
http://www.wikidata.org/entity/Q1632621,rosso corsa,CC0000
http://www.wikidata.org/entity/Q1632621,rosso corsa,CC0000
http://www.wikidata.org/entity/Q1632621,rosso corsa,CC0000
http://www.wikidata.org/entity/Q22133966,rosáceo,DB5079
http://www.wikidata.org/entity/Q3446513,rubí,E0115F
http://www.wikidata.org/entity/Q7377969,rufo,A81C07
http://www.wikidata.org/entity/Q2015138,salmón,FA8072
http://www.wikidata.org/entity/Q2015138,salmón,FA8072
http://www.wikidata.org/entity/Q2015138,salmón,FF91A4
http://www.wikidata.org/entity/Q2015138,salmón,FF91A4
http://www.wikidata.org/entity/Q90809293,salmón oscuro,E9967A
http://www.wikidata.org/entity/Q2013559,sangre de buey,730800
http://www.wikidata.org/entity/Q767608,sepia,704214
http://www.wikidata.org/entity/Q899318,siena,A0522D
http://www.wikidata.org/entity/Q2303165,sinopia,CB410B
http://www.wikidata.org/entity/Q2836489,tawny,CD5700
http://www.wikidata.org/entity/Q3518540,terracota,CC4E5C
http://www.wikidata.org/entity/Q3518540,terracota,E2725B
http://www.wikidata.org/entity/Q2906904,tiziano,BD5620
http://www.wikidata.org/entity/Q6592940,tomate,FF6347
http://www.wikidata.org/entity/Q6592940,tomate,D5303E
http://www.wikidata.org/entity/Q958363,trigo,F5DEB3
http://www.wikidata.org/entity/Q5960345,turquesa,40E0D0
http://www.wikidata.org/entity/Q5960345,turquesa,30D5C8
http://www.wikidata.org/entity/Q5960345,turquesa,45B5AA
http://www.wikidata.org/entity/Q10862356,turquí,122562
http://www.wikidata.org/entity/Q901731,umbra,635147
http://www.wikidata.org/entity/Q7914921,vainilla,F3E5AB
http://www.wikidata.org/entity/Q13550497,vara de oro,DAA520
http://www.wikidata.org/entity/Q13550497,vara de oro,DAA520
http://www.wikidata.org/entity/Q13550497,vara de oro,FCD667
http://www.wikidata.org/entity/Q13550497,vara de oro,FCD667
http://www.wikidata.org/entity/Q17122854,verde,707020
http://www.wikidata.org/entity/Q3133,verde,00FF00
http://www.wikidata.org/entity/Q6551204,verde Lincoln,195905
http://www.wikidata.org/entity/Q2266769,verde Veronés,40826D
http://www.wikidata.org/entity/Q1078214,verde azulado,008080
http://www.wikidata.org/entity/Q1078214,verde azulado,008080
http://www.wikidata.org/entity/Q15141723,verde claro,66FF00
http://www.wikidata.org/entity/Q18627185,verde de Dartmouth,00703C
http://www.wikidata.org/entity/Q2465494,verde esmeralda,009473
http://www.wikidata.org/entity/Q2465494,verde esmeralda,50C878
http://www.wikidata.org/entity/Q2465494,verde esmeralda,00785D
http://www.wikidata.org/entity/Q1406264,verde giallo,ADFF2F
http://www.wikidata.org/entity/Q22963919,verde laurel,A9BA9D
http://www.wikidata.org/entity/Q89190389,verde manzana,679267
http://www.wikidata.org/entity/Q89190389,verde manzana,8DB600
http://www.wikidata.org/entity/Q89190389,verde manzana,44944A
http://www.wikidata.org/entity/Q89190389,verde manzana,7E9F2E
http://www.wikidata.org/entity/Q89190389,verde manzana,8A9A5B
http://www.wikidata.org/entity/Q89190389,verde manzana,93C592
http://www.wikidata.org/entity/Q864152,verde oliva,808000
http://www.wikidata.org/entity/Q864152,verde oliva,808000
http://www.wikidata.org/entity/Q22963901,verde oscuro,006400
http://www.wikidata.org/entity/Q3389253,verde pistacho,94C573
http://www.wikidata.org/entity/Q90878152,verde pálido,98FB98
http://www.wikidata.org/entity/Q22963960,verde-amarillo,ADFF2F
http://www.wikidata.org/entity/Q3014419,vino,722F37
http://www.wikidata.org/entity/Q3014419,vino,AC1E44
http://www.wikidata.org/entity/Q3014419,vino,C0007F
http://www.wikidata.org/entity/Q27839441,violeta,AD5AFF
http://www.wikidata.org/entity/Q428124,violeta,7F00FF
http://www.wikidata.org/entity/Q428124,violeta,7F00FF
http://www.wikidata.org/entity/Q2294908,zafiro,082567
http://www.wikidata.org/entity/Q679355,ámbar,FFBF00
